user_id,primary_category_id,primary_segment,secondary_category_ids,secondary_segments,age_group,gender,country,preferred_device
U00257,47,Beauty & Skincare Fan,207,Electronics Enthusiast,55+,Female,UK,mobile
U00258,212,Baby & Kids Shopper,149,Electronics Enthusiast,35-44,Female,AU,tablet
U00259,21,Car Enthusiast,"82,158","Electronics Enthusiast,Electronics Enthusiast",45-54,Other,US,tablet
U00260,31,Baby & Kids Shopper,63,Electronics Enthusiast,55+,Other,US,mobile
U00261,135,Baby & Kids Shopper,"242,209,167","Home Decorator,Beauty & Skincare Fan,Baby & Kids Shopper",45-54,Male,IN,mobile
U00262,155,Electronics Enthusiast,45,Beauty & Skincare Fan,45-54,Other,CA,mobile
U00263,45,Beauty & Skincare Fan,"33,23","Car Enthusiast,Baby & Kids Shopper",45-54,Other,IN,tablet
U00264,114,Cyclist,"101,204,190","Traveler,Electronics Enthusiast,Beauty & Skincare Fan",25-34,Male,IN,tablet
U00265,41,Baby & Kids Shopper,70,Electronics Enthusiast,18-24,Other,UK,mobile
U00266,191,Home Decorator,"64,28,155","Sports Enthusiast,Electronics Enthusiast,Electronics Enthusiast",45-54,Male,AU,desktop
U00267,75,Electronics Enthusiast,131,Beauty & Skincare Fan,45-54,Male,CA,tablet
U00268,145,Electronics Enthusiast,"79,205,183","Photographer,Baby & Kids Shopper,Baby & Kids Shopper",35-44,Female,US,desktop
U00269,203,Baby & Kids Shopper,127,Beauty & Skincare Fan,35-44,Male,US,desktop
U00270,129,Baby & Kids Shopper,107,Baby & Kids Shopper,25-34,Female,CA,mobile
U00271,255,Gamer,"109,194","Fashion Shopper,Electronics Enthusiast",18-24,Other,CA,mobile
U00272,249,Baby & Kids Shopper,187,Electronics Enthusiast,45-54,Other,UK,tablet
U00273,44,Baby & Kids Shopper,"186,34,75","Baby & Kids Shopper,Electronics Enthusiast,Home Decorator",55+,Male,UK,desktop
U00274,216,Baby & Kids Shopper,"134,146","Beauty & Skincare Fan,Electronics Enthusiast",35-44,Male,IN,desktop
U00275,231,Baby & Kids Shopper,217,Baby & Kids Shopper,55+,Female,US,tablet
U00276,251,Baby & Kids Shopper,"173,14","Car Enthusiast,Home Decorator",25-34,Female,UK,desktop
U00277,159,Beauty & Skincare Fan,"234,217,222","Baby & Kids Shopper,Electronics Enthusiast,Baby & Kids Shopper",45-54,Other,IN,tablet
U00278,168,Home Decorator,231,Baby & Kids Shopper,55+,Male,UK,mobile
U00279,80,Electronics Enthusiast,"19,105","Car Enthusiast,Traveler",45-54,Other,US,desktop
U00280,51,Beauty & Skincare Fan,"103,9","DIY Crafter,Fashion Shopper",18-24,Male,AU,tablet
U00281,116,Fashion Shopper,"16,53,229","Car Enthusiast,Beauty & Skincare Fan,Baby & Kids Shopper",25-34,Male,IN,mobile
U00282,110,Fashion Shopper,188,Electronics Enthusiast,55+,Other,US,desktop
U00283,195,Gardener,199,Outdoor Adventurer,25-34,Female,US,mobile
U00284,106,Outdoor Adventurer,"163,105","Traveler,Beauty & Skincare Fan",45-54,Male,UK,tablet
U00285,112,Fashion Shopper,"192,251","Electronics Enthusiast,Baby & Kids Shopper",55+,Male,AU,mobile
U00286,49,Beauty & Skincare Fan,"3,44","Baby & Kids Shopper,Baby & Kids Shopper",55+,Male,US,desktop
U00287,170,Baby & Kids Shopper,"232,180,201","Pet Owner,Home Decorator,Baby & Kids Shopper",55+,Male,US,tablet
U00288,142,Beauty & Skincare Fan,"248,45","Beauty & Skincare Fan,Gamer",55+,Female,UK,tablet
U00289,187,Electronics Enthusiast,6,Fashion Shopper,35-44,Male,US,mobile
U00290,129,Baby & Kids Shopper,"40,166","Baby & Kids Shopper,Fashion Shopper",45-54,Male,IN,desktop
U00291,41,Baby & Kids Shopper,130,Home Decorator,18-24,Female,UK,desktop
U00292,20,Beauty & Skincare Fan,"242,159,236","Beauty & Skincare Fan,Car Enthusiast,Baby & Kids Shopper",55+,Other,CA,mobile
U00293,259,Electronics Enthusiast,154,Electronics Enthusiast,25-34,Male,UK,desktop
U00294,76,Baby & Kids Shopper,"270,253","Gamer,Baby & Kids Shopper",18-24,Other,UK,tablet
U00295,183,Baby & Kids Shopper,126,Beauty & Skincare Fan,18-24,Male,IN,mobile
U00296,83,Electronics Enthusiast,"70,194,159","Electronics Enthusiast,Beauty & Skincare Fan,Electronics Enthusiast",55+,Male,CA,desktop
U00297,34,Baby & Kids Shopper,"140,205","Electronics Enthusiast,Baby & Kids Shopper",25-34,Male,CA,mobile
U00298,123,Fashion Shopper,"49,190","Beauty & Skincare Fan,Electronics Enthusiast",45-54,Male,US,mobile
U00299,236,Car Enthusiast,"96,77,70","Electronics Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",25-34,Female,IN,mobile
U00300,155,Electronics Enthusiast,"103,11","DIY Crafter,Fashion Shopper",55+,Female,AU,tablet
U00301,94,Baby & Kids Shopper,151,Baby & Kids Shopper,35-44,Male,IN,tablet
U00302,130,Home Decorator,"70,97","Electronics Enthusiast,Baby & Kids Shopper",45-54,Male,CA,tablet
U00303,251,Baby & Kids Shopper,"217,195","Gardener,Baby & Kids Shopper",35-44,Other,US,tablet
U00304,66,Electronics Enthusiast,214,Electronics Enthusiast,18-24,Male,AU,mobile
U00305,40,Baby & Kids Shopper,250,Electronics Enthusiast,45-54,Female,IN,mobile
U00306,120,Fashion Shopper,"218,106,235","Outdoor Adventurer,Baby & Kids Shopper,Baby & Kids Shopper",45-54,Female,AU,tablet
U00307,51,Beauty & Skincare Fan,87,Baby & Kids Shopper,25-34,Other,IN,mobile
U00308,87,Baby & Kids Shopper,"134,20,130","Beauty & Skincare Fan,Home Decorator,Beauty & Skincare Fan",45-54,Male,IN,tablet
U00309,143,Electronics Enthusiast,"13,175,144","Home Decorator,Baby & Kids Shopper,Baby & Kids Shopper",35-44,Female,US,desktop
U00310,199,Outdoor Adventurer,188,Electronics Enthusiast,18-24,Male,IN,tablet
U00311,75,Electronics Enthusiast,74,Electronics Enthusiast,25-34,Male,UK,tablet
U00312,24,Car Enthusiast,43,Baby & Kids Shopper,35-44,Female,AU,desktop
U00313,150,Beauty & Skincare Fan,"142,240,178","Beauty & Skincare Fan,Pet Owner,Car Enthusiast",35-44,Female,IN,desktop
U00314,55,Photographer,"215,125","Baby & Kids Shopper,Home Decorator",55+,Female,IN,tablet
U00315,68,Fashion Shopper,255,Gamer,45-54,Female,AU,desktop
U00316,79,Photographer,"168,70","Electronics Enthusiast,Home Decorator",25-34,Other,AU,desktop
U00317,24,Car Enthusiast,"12,57,212","Baby & Kids Shopper,Electronics Enthusiast,Baby & Kids Shopper",35-44,Female,AU,mobile
U00318,20,Beauty & Skincare Fan,"243,226","Baby & Kids Shopper,Baby & Kids Shopper",45-54,Other,AU,mobile
U00319,36,Baby & Kids Shopper,126,Beauty & Skincare Fan,25-34,Male,AU,tablet
U00320,46,Beauty & Skincare Fan,"248,220","Baby & Kids Shopper,Gamer",18-24,Male,CA,mobile
U00321,226,Baby & Kids Shopper,212,Baby & Kids Shopper,45-54,Female,IN,tablet
U00322,100,Fashion Shopper,186,Home Decorator,55+,Other,AU,tablet
U00323,106,Outdoor Adventurer,"169,241","Beauty & Skincare Fan,Baby & Kids Shopper",55+,Female,CA,desktop
U00324,55,Photographer,"6,38,125","Fashion Shopper,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Female,UK,desktop
U00325,137,Baby & Kids Shopper,222,Electronics Enthusiast,18-24,Female,UK,mobile
U00326,30,Baby & Kids Shopper,"156,171,255","Foodie,Car Enthusiast,Gamer",45-54,Other,IN,tablet
U00327,244,Baby & Kids Shopper,"17,216","Car Enthusiast,Baby & Kids Shopper",55+,Male,AU,mobile
U00328,50,Beauty & Skincare Fan,"17,103","Car Enthusiast,Fashion Shopper",18-24,Other,IN,tablet
U00329,228,Outdoor Adventurer,256,Gamer,55+,Other,US,tablet
U00330,251,Baby & Kids Shopper,"240,48,256","Beauty & Skincare Fan,Car Enthusiast,Gamer",35-44,Male,IN,desktop
U00331,219,Baby & Kids Shopper,"83,34","Baby & Kids Shopper,Electronics Enthusiast",35-44,Female,CA,mobile
U00332,188,Electronics Enthusiast,"127,75,252","Electronics Enthusiast,Beauty & Skincare Fan,Baby & Kids Shopper",55+,Male,AU,mobile
U00333,234,Baby & Kids Shopper,"47,38","Baby & Kids Shopper,Beauty & Skincare Fan",35-44,Other,AU,desktop
U00334,221,Baby & Kids Shopper,"184,218","Baby & Kids Shopper,Baby & Kids Shopper",55+,Female,AU,mobile
U00335,245,Gamer,190,Electronics Enthusiast,35-44,Male,US,tablet
U00336,251,Baby & Kids Shopper,"129,57,56","Electronics Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",18-24,Male,IN,mobile
U00337,116,Fashion Shopper,"167,88,228","Baby & Kids Shopper,Home Decorator,Outdoor Adventurer",35-44,Male,AU,desktop
U00338,143,Electronics Enthusiast,"199,175,77","Electronics Enthusiast,Baby & Kids Shopper,Outdoor Adventurer",45-54,Female,AU,tablet
U00339,265,Baby & Kids Shopper,"70,16","Car Enthusiast,Electronics Enthusiast",55+,Female,AU,desktop
U00340,189,Electronics Enthusiast,27,Car Enthusiast,25-34,Female,CA,mobile
U00341,148,Electronics Enthusiast,"130,76,190","Baby & Kids Shopper,Home Decorator,Electronics Enthusiast",35-44,Male,IN,tablet
U00342,255,Gamer,110,Fashion Shopper,35-44,Other,US,tablet
U00343,210,Electronics Enthusiast,"98,182,189","Fashion Shopper,Baby & Kids Shopper,Electronics Enthusiast",35-44,Other,IN,tablet
U00344,49,Beauty & Skincare Fan,"158,141","Electronics Enthusiast,Electronics Enthusiast",25-34,Male,AU,tablet
U00345,31,Baby & Kids Shopper,"69,38","Baby & Kids Shopper,Electronics Enthusiast",18-24,Male,AU,desktop
U00346,169,Beauty & Skincare Fan,254,Gamer,18-24,Other,US,mobile
U00347,241,Baby & Kids Shopper,219,Baby & Kids Shopper,25-34,Female,CA,mobile
U00348,157,DIY Crafter,156,Foodie,55+,Female,IN,mobile
U00349,262,Baby & Kids Shopper,252,Baby & Kids Shopper,25-34,Male,AU,mobile
U00350,148,Electronics Enthusiast,88,Baby & Kids Shopper,45-54,Other,IN,desktop
U00351,109,Fashion Shopper,"9,177","DIY Crafter,Baby & Kids Shopper",25-34,Female,AU,tablet
U00352,54,Electronics Enthusiast,101,Traveler,35-44,Male,US,mobile
U00353,133,Baby & Kids Shopper,"214,229","Electronics Enthusiast,Baby & Kids Shopper",18-24,Female,US,desktop
U00354,187,Electronics Enthusiast,"127,26","Car Enthusiast,Beauty & Skincare Fan",25-34,Female,US,desktop
U00355,69,Electronics Enthusiast,"23,230,242","Car Enthusiast,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Male,UK,desktop
U00356,11,DIY Crafter,10,Photographer,45-54,Male,US,desktop
U00357,170,Baby & Kids Shopper,"30,195,148","Baby & Kids Shopper,Electronics Enthusiast,Gardener",35-44,Male,IN,desktop
U00358,26,Car Enthusiast,"99,81","Electronics Enthusiast,Traveler",55+,Other,US,mobile
U00359,170,Baby & Kids Shopper,"8,173","Baby & Kids Shopper,Home Decorator",45-54,Other,IN,tablet
U00360,227,Photographer,"261,137,99","Traveler,Baby & Kids Shopper,Baby & Kids Shopper",55+,Other,US,tablet
U00361,148,Electronics Enthusiast,71,Electronics Enthusiast,35-44,Other,US,mobile
U00362,88,Baby & Kids Shopper,23,Car Enthusiast,18-24,Other,CA,desktop
U00363,122,Fashion Shopper,"248,220,232","Baby & Kids Shopper,Baby & Kids Shopper,Gamer",18-24,Other,US,tablet
U00364,13,Home Decorator,186,Home Decorator,35-44,Other,US,desktop
U00365,80,Electronics Enthusiast,97,Baby & Kids Shopper,55+,Female,US,mobile
U00366,146,Electronics Enthusiast,8,Baby & Kids Shopper,35-44,Female,IN,desktop
U00367,69,Electronics Enthusiast,260,Baby & Kids Shopper,45-54,Female,US,tablet
U00368,60,Electronics Enthusiast,"20,89,183","Beauty & Skincare Fan,Baby & Kids Shopper,Baby & Kids Shopper",25-34,Other,IN,tablet
U00369,53,Beauty & Skincare Fan,68,Fashion Shopper,18-24,Female,AU,mobile
U00370,150,Beauty & Skincare Fan,194,Electronics Enthusiast,45-54,Male,CA,desktop
U00371,239,Baby & Kids Shopper,"22,71,102","Electronics Enthusiast,Electronics Enthusiast,Fashion Shopper",55+,Other,AU,mobile
U00372,174,Home Decorator,"8,110,249","Baby & Kids Shopper,Fashion Shopper,Baby & Kids Shopper",25-34,Male,AU,mobile
U00373,216,Baby & Kids Shopper,"19,51","Car Enthusiast,Beauty & Skincare Fan",18-24,Male,US,desktop
U00374,206,Electronics Enthusiast,"126,232,140","Beauty & Skincare Fan,Electronics Enthusiast,Baby & Kids Shopper",55+,Female,UK,mobile
U00375,24,Car Enthusiast,66,Electronics Enthusiast,35-44,Female,US,mobile
U00376,6,Fashion Shopper,"146,190,206","Electronics Enthusiast,Electronics Enthusiast,Electronics Enthusiast",18-24,Male,UK,desktop
U00377,73,Electronics Enthusiast,"84,74","Electronics Enthusiast,Baby & Kids Shopper",55+,Other,IN,mobile
U00378,55,Photographer,"72,239,76","Electronics Enthusiast,Baby & Kids Shopper,Baby & Kids Shopper",35-44,Male,CA,desktop
U00379,175,Baby & Kids Shopper,"57,24","Car Enthusiast,Electronics Enthusiast",35-44,Male,IN,tablet
U00380,235,Baby & Kids Shopper,195,Gardener,45-54,Other,IN,desktop
U00381,136,Sports Enthusiast,133,Baby & Kids Shopper,18-24,Other,US,mobile
U00382,179,Pet Owner,"4,265,25","Photographer,Car Enthusiast,Baby & Kids Shopper",25-34,Male,CA,mobile
U00383,216,Baby & Kids Shopper,"239,103","Fashion Shopper,Baby & Kids Shopper",18-24,Male,IN,desktop
U00384,210,Electronics Enthusiast,"242,63","Electronics Enthusiast,Baby & Kids Shopper",18-24,Male,CA,desktop
U00385,10,Photographer,"226,107","Baby & Kids Shopper,Baby & Kids Shopper",55+,Male,AU,mobile
U00386,232,Baby & Kids Shopper,"132,13","Home Decorator,Sports Enthusiast",45-54,Other,CA,mobile
U00387,132,Sports Enthusiast,"56,100","Electronics Enthusiast,Fashion Shopper",55+,Other,US,desktop
U00388,210,Electronics Enthusiast,159,Beauty & Skincare Fan,45-54,Other,CA,mobile
U00389,16,Car Enthusiast,"60,94","Electronics Enthusiast,Baby & Kids Shopper",55+,Male,IN,tablet
U00390,26,Car Enthusiast,"87,219,148","Baby & Kids Shopper,Electronics Enthusiast,Baby & Kids Shopper",25-34,Female,CA,desktop
U00391,162,Electronics Enthusiast,156,Foodie,25-34,Female,CA,tablet
U00392,52,Beauty & Skincare Fan,"166,2,114","Home Decorator,Cyclist,Fashion Shopper",18-24,Male,AU,mobile
U00393,189,Electronics Enthusiast,25,Car Enthusiast,25-34,Female,US,mobile
U00394,60,Electronics Enthusiast,"250,22,206","Electronics Enthusiast,Electronics Enthusiast,Electronics Enthusiast",35-44,Female,AU,mobile
U00395,238,Baby & Kids Shopper,"242,147","Electronics Enthusiast,Baby & Kids Shopper",55+,Male,CA,mobile
U00396,50,Beauty & Skincare Fan,68,Fashion Shopper,25-34,Male,IN,desktop
U00397,262,Baby & Kids Shopper,"66,106,252","Electronics Enthusiast,Outdoor Adventurer,Baby & Kids Shopper",25-34,Male,UK,desktop
U00398,129,Baby & Kids Shopper,49,Beauty & Skincare Fan,55+,Other,AU,tablet
U00399,4,Photographer,43,Baby & Kids Shopper,45-54,Other,UK,tablet
U00400,171,Car Enthusiast,65,Electronics Enthusiast,25-34,Male,CA,tablet
U00401,77,Electronics Enthusiast,230,Baby & Kids Shopper,55+,Female,CA,tablet
U00402,46,Beauty & Skincare Fan,12,Baby & Kids Shopper,35-44,Other,CA,tablet
U00403,211,Electronics Enthusiast,"104,201,27","Car Enthusiast,Fashion Shopper,Home Decorator",35-44,Other,IN,tablet
U00404,80,Electronics Enthusiast,194,Electronics Enthusiast,55+,Male,AU,desktop
U00405,34,Baby & Kids Shopper,84,Baby & Kids Shopper,45-54,Male,UK,tablet
U00406,96,Baby & Kids Shopper,"182,106","Outdoor Adventurer,Baby & Kids Shopper",55+,Other,CA,tablet
U00407,174,Home Decorator,122,Fashion Shopper,18-24,Other,AU,mobile
U00408,206,Electronics Enthusiast,169,Beauty & Skincare Fan,55+,Female,AU,mobile
U00409,138,Home Decorator,"28,170,64","Sports Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",45-54,Other,IN,tablet
U00410,210,Electronics Enthusiast,39,Baby & Kids Shopper,45-54,Other,CA,desktop
U00411,87,Baby & Kids Shopper,177,Baby & Kids Shopper,18-24,Female,UK,mobile
U00412,152,Baby & Kids Shopper,"26,123","Car Enthusiast,Fashion Shopper",55+,Other,AU,tablet
U00413,165,Home Decorator,"183,44,57","Baby & Kids Shopper,Electronics Enthusiast,Baby & Kids Shopper",55+,Other,US,mobile
U00414,6,Fashion Shopper,"108,121,32","Baby & Kids Shopper,Fashion Shopper,Fashion Shopper",18-24,Other,US,tablet
U00415,52,Beauty & Skincare Fan,"191,193,153","DIY Crafter,Home Decorator,Home Decorator",25-34,Male,UK,tablet
U00416,207,Electronics Enthusiast,"236,270,154","Electronics Enthusiast,Car Enthusiast,Baby & Kids Shopper",55+,Other,UK,tablet
U00417,264,Baby & Kids Shopper,"243,121,172","Fashion Shopper,Baby & Kids Shopper,Baby & Kids Shopper",55+,Female,UK,desktop
U00418,104,Fashion Shopper,"101,211,73","Electronics Enthusiast,Traveler,Electronics Enthusiast",45-54,Female,AU,desktop
U00419,112,Fashion Shopper,238,Baby & Kids Shopper,18-24,Male,UK,mobile
U00420,16,Car Enthusiast,242,Baby & Kids Shopper,18-24,Female,CA,desktop
U00421,224,Baby & Kids Shopper,"157,135,81","Electronics Enthusiast,Baby & Kids Shopper,DIY Crafter",45-54,Male,AU,tablet
U00422,210,Electronics Enthusiast,"163,78,33","Baby & Kids Shopper,Electronics Enthusiast,Beauty & Skincare Fan",55+,Female,AU,mobile
U00423,13,Home Decorator,"25,140","Car Enthusiast,Electronics Enthusiast",45-54,Female,CA,mobile
U00424,173,Home Decorator,"223,201","Home Decorator,Baby & Kids Shopper",35-44,Female,UK,tablet
U00425,166,Fashion Shopper,"207,144","Baby & Kids Shopper,Electronics Enthusiast",18-24,Female,UK,desktop
U00426,63,Electronics Enthusiast,"116,18,206","Car Enthusiast,Fashion Shopper,Electronics Enthusiast",18-24,Other,IN,mobile
U00427,133,Baby & Kids Shopper,"79,254,84","Photographer,Baby & Kids Shopper,Gamer",18-24,Female,UK,tablet
U00428,60,Electronics Enthusiast,"24,229","Car Enthusiast,Baby & Kids Shopper",18-24,Male,UK,mobile
U00429,55,Photographer,145,Electronics Enthusiast,25-34,Other,CA,desktop
U00430,236,Car Enthusiast,"225,231,243","Baby & Kids Shopper,Baby & Kids Shopper,Baby & Kids Shopper",25-34,Other,UK,mobile
U00431,256,Gamer,140,Electronics Enthusiast,45-54,Other,UK,tablet
U00432,44,Baby & Kids Shopper,"52,108,222","Beauty & Skincare Fan,Fashion Shopper,Electronics Enthusiast",25-34,Other,UK,tablet
U00433,id,primary_segment,"221,166,105","Traveler,Fashion Shopper,Baby & Kids Shopper",55+,Other,UK,tablet
U00434,175,Baby & Kids Shopper,"70,207","Electronics Enthusiast,Electronics Enthusiast",35-44,Other,CA,tablet
U00435,81,Electronics Enthusiast,"136,11,75","DIY Crafter,Electronics Enthusiast,Sports Enthusiast",45-54,Male,US,mobile
U00436,49,Beauty & Skincare Fan,"131,133,28","Sports Enthusiast,Beauty & Skincare Fan,Baby & Kids Shopper",45-54,Female,UK,mobile
U00437,200,Sports Enthusiast,"225,130","Home Decorator,Baby & Kids Shopper",35-44,Female,IN,mobile
U00438,152,Baby & Kids Shopper,"81,20","Beauty & Skincare Fan,Electronics Enthusiast",35-44,Female,AU,desktop
U00439,26,Car Enthusiast,"58,42,270","Baby & Kids Shopper,Electronics Enthusiast,Baby & Kids Shopper",45-54,Female,AU,mobile
U00440,45,Beauty & Skincare Fan,"31,192,215","Baby & Kids Shopper,Electronics Enthusiast,Home Decorator",18-24,Other,AU,mobile
U00441,156,Foodie,"259,203","Baby & Kids Shopper,Electronics Enthusiast",18-24,Female,US,tablet
U00442,49,Beauty & Skincare Fan,131,Beauty & Skincare Fan,35-44,Female,AU,mobile
U00443,20,Beauty & Skincare Fan,"243,205","Baby & Kids Shopper,Baby & Kids Shopper",18-24,Other,UK,mobile
U00444,140,Electronics Enthusiast,"185,122","Fashion Shopper,Electronics Enthusiast",45-54,Other,IN,mobile
U00445,252,Baby & Kids Shopper,234,Baby & Kids Shopper,18-24,Male,UK,desktop
U00446,197,Home Decorator,"231,84","Baby & Kids Shopper,Baby & Kids Shopper",35-44,Other,UK,tablet
U00447,213,Electronics Enthusiast,120,Fashion Shopper,35-44,Male,CA,tablet
U00448,168,Home Decorator,75,Electronics Enthusiast,55+,Other,AU,mobile
U00449,255,Gamer,"33,83","Baby & Kids Shopper,Electronics Enthusiast",55+,Other,AU,mobile
U00450,201,Home Decorator,"78,18,80","Car Enthusiast,Electronics Enthusiast,Electronics Enthusiast",25-34,Male,IN,mobile
U00451,8,Baby & Kids Shopper,118,Fashion Shopper,25-34,Male,AU,desktop
U00452,209,Beauty & Skincare Fan,"200,63,245","Electronics Enthusiast,Sports Enthusiast,Gamer",25-34,Male,UK,desktop
U00453,120,Fashion Shopper,"192,228,99","Traveler,Electronics Enthusiast,Outdoor Adventurer",55+,Other,UK,tablet
U00454,46,Beauty & Skincare Fan,"243,64,21","Car Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",18-24,Female,UK,desktop
U00455,2,Home Decorator,"144,254","Baby & Kids Shopper,Gamer",18-24,Female,UK,desktop
U00456,116,Fashion Shopper,"140,28,242","Sports Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",25-34,Female,CA,tablet
U00457,206,Electronics Enthusiast,"141,204","Electronics Enthusiast,Beauty & Skincare Fan",18-24,Female,UK,mobile
U00458,8,Baby & Kids Shopper,180,Pet Owner,55+,Male,AU,desktop
U00459,210,Electronics Enthusiast,"250,24,147","Car Enthusiast,Electronics Enthusiast,Electronics Enthusiast",55+,Male,AU,mobile
U00460,171,Car Enthusiast,"118,222,16","Car Enthusiast,Fashion Shopper,Electronics Enthusiast",18-24,Male,US,mobile
U00461,42,Baby & Kids Shopper,"164,114","Cyclist,Baby & Kids Shopper",25-34,Female,CA,desktop
U00462,87,Baby & Kids Shopper,"10,176","Photographer,Beauty & Skincare Fan",35-44,Other,UK,tablet
U00463,234,Baby & Kids Shopper,"96,188,181","Baby & Kids Shopper,Pet Owner,Electronics Enthusiast",18-24,Male,IN,desktop
U00464,15,Car Enthusiast,"125,11","DIY Crafter,Baby & Kids Shopper",25-34,Male,US,tablet
U00465,142,Beauty & Skincare Fan,123,Fashion Shopper,35-44,Other,AU,desktop
U00466,57,Electronics Enthusiast,"32,147,101","Baby & Kids Shopper,Traveler,Electronics Enthusiast",35-44,Female,US,tablet
